Label,MQ2,MQ3,MQ135,MQ136,MQ137,MQ138
Fish Sauce,35.952194,129.337528,30.832916,94.184295,451.029418,544.972615
Fish Sauce,36.412583,129.058471,30.881264,97.064815,434.285296,546.091372
Fish Sauce,37.104726,128.712638,30.919528,97.918472,422.194716,547.012638
Fish Sauce,36.815472,129.201584,30.871216,95.617295,441.718592,545.612194
Fish Sauce,36.498315,128.826417,30.904816,96.842715,425.841372,546.427519
Fish Sauce,35.961842,129.302194,30.848371,94.872638,448.715296,545.124815
Fish Sauce,36.287516,129.025371,30.889528,97.264815,432.841529,546.196384
Fish Sauce,41.918472,123.418295,28.418295,111.215384,342.215384,574.918472
Fish Sauce,36.715284,129.418295,30.715284,96.215384,446.418295,549.215384
Fish Sauce,39.018472,127.215384,29.918472,102.215384,392.715284,560.418295
Fish Sauce,34.715284,131.918472,31.418295,91.715284,486.418295,532.715284
Fish Sauce,42.715284,122.715284,28.215384,112.715284,335.715284,576.715284
Fish Sauce,37.215384,128.918472,30.418295,97.918472,438.918472,550.418295
Fish Sauce,38.715284,127.715284,30.215384,101.215384,402.418295,557.715284
Fish Sauce,40.418295,125.918472,29.418295,106.215384,368.418295,567.215384
Fish Sauce,22.58677686,135.2413223,20.92892562,55.48099174,392.7487603,534.1553719
Oyster Sauce,34.79568106,85.13289904,28.75913621,82.13122924,410.2707,512.717607
Oyster Sauce,35.21847215,86.41529384,29.18421573,83.51847291,402.418295,519.215384
Oyster Sauce,34.18429572,84.91847215,28.41529618,80.84271635,421.715284,506.918472
Oyster Sauce,36.41829584,87.21538429,29.71528462,85.18429573,395.284716,528.715284
Oyster Sauce,33.71528419,83.41829571,27.91847264,79.21538492,438.715284,499.215384
Oyster Sauce,35.91847264,86.71528491,29.28471653,84.41829517,401.918472,522.418295
Oyster Sauce,32.91847251,82.21538462,27.41529684,77.91847251,462.715284,487.418295
Oyster Sauce,37.21538492,88.91847251,30.21538471,87.41829564,382.418295,535.715284
Oyster Sauce,34.41829573,84.71528419,28.71528491,81.41829573,415.918472,510.215384
Oyster Sauce,36.71528419,87.51847264,29.91847251,86.21538492,390.215384,521.418295
Oyster Sauce,33.21538471,83.01847251,27.71528419,78.41829573,448.715284,493.918472
Oyster Sauce,8.41829573,89.71528419,30.51847264,88.71528419,374.918472,542.215384
Oyster Sauce,31.71528419,81.41829573,26.91847251,76.41829573,475.215384,480.918472
Oyster Sauce,35.51847264,85.91847251,28.91847264,83.71528419,406.715284,516.418295
Oyster Sauce,34.01847251,84.21538492,28.21538471,80.41829573,428.215384,503.715284
Oyster Sauce,36.21538492,87.01847251,29.51847264,85.71528419,392.418295,527.918472
Oyster Sauce,32.41529684,82.71528419,27.21538492,77.41829573,468.715284,485.215384
Oyster Sauce,37.71528419,89.21538492,30.71847264,89.21538492,368.418295,545.715284
Oyster Sauce,33.91847251,83.71528419,27.91847251,79.91847251,440.215384,497.715284
Oyster Sauce,35.71528419,86.41829573,29.11847264,84.21538492,399.715284,520.215384
Oyster Sauce,38.91847251,90.41829573,31.01847251,90.41829573,360.715284,519.215384
Oyster Sauce,31.41829573,80.91847251,26.71528419,75.91847251,482.418295,476.715284
Oyster Sauce,36.91847251,88.21538492,30.01847251,87.01847251,386.715284,533.418295
Oyster Sauce,34.71528419,85.21538492,28.51847264,82.91847251,419.215384,508.715284
Oyster Sauce,37.41829573,88.71528419,30.41829573,88.41829573,371.418295,520.215384
Oyster Sauce,33.41829573,83.21538492,27.81528419,79.41829573,444.715284,495.215384
Oyster Sauce,35.21538492,85.71528419,28.91847251,83.41829573,405.215384,515.715284
Oyster Sauce,32.21538492,81.91847251,27.11847264,76.91847251,471.418295,482.715284
Oyster Sauce,36.51847251,87.71528419,29.81528419,86.41829573,394.715284,529.215384
Oyster Sauce,34.21538492,84.51847251,28.31847264,81.21538492,426.715284,505.418295
Worcestershire Sauce,58.34608985,317.7104825,48.02828619,155.9966722,551.4242928,600.5806988
Worcestershire Sauce,50.17304493,325.202995,45.78202995,151.7004992,558.1580699,612.672213
Worcestershire Sauce,41.86189684,329.3510815,54.47420965,159.3394343,537.8535774,628.7054908
Worcestershire Sauce,51.50915141,298.6222962,49.70382696,159.640599,543.6023295,625.7104825
Worcestershire Sauce,49.34158416,327.9257426,53.49009901,161.7326733,578.4323432,652.5660066
Worcestershire Sauce,48.48688525,321.9852459,53.43934426,163.3836066,563.4590164,649.8016393
Worcestershire Sauce,49.47039474,333.8371711,54.875,169.4884868,580.2763158,665.0838816
Worcestershire Sauce,51.63439065,376.5809683,52.8163606,166.2754591,633.4240401,698.8263773
Worcestershire Sauce,54.14003295,333.0939044,33.55518946,154.261944,566.5716639,655.2800659
Worcestershire Sauce,40.80398671,341.1262458,55.5730897,158.717608,570.4950166,650.7990033
Worcestershire Sauce,45.17434211,323.6151316,53.56907895,160.2039474,547.9276316,616.6529605
Worcestershire Sauce,54.29284526,344.1663894,40.4359401,157.3560732,592.2063228,638.2462562
Worcestershire Sauce,50.88186356,348.6921797,53.68219634,153.7520799,553.8419301,643.6222962
Worcestershire Sauce,51.25204583,358.4435352,55.71849427,140.0016367,574.6219313,658.888707
Worcestershire Sauce,49.59283388,333.2638436,54.29967427,147.980456,563.9201954,634.4250814
Worcestershire Sauce,50.2640264,347.8927393,56.11551155,156.4455446,572.0280528,650.4405941
Worcestershire Sauce,50.13976705,349.296173,55.06655574,167.672213,570.5141431,647.8935108
Worcestershire Sauce,55.59410802,341.5613748,55.35679214,164.8183306,571.4942717,644.5450082
Worcestershire Sauce,53.37936772,382.7920133,47.33943428,181.608985,604.8702163,660.936772
Worcestershire Sauce,49.27287854,325.0199667,44.7437604,154.156406,561.5806988,618.9317804
Worcestershire Sauce,51.24126456,346.8236273,42.36772047,158.1597338,575.2096506,621.9184692
Worcestershire Sauce,53.71048253,317.6672213,48.12312812,159.1447587,528.8186356,603.78203
Worcestershire Sauce,50.50915141,322.3610649,49.32778702,146.4292845,551.9334443,612.8585691
Worcestershire Sauce,51.77204659,337.7004992,57.46755408,145.0049917,561.3244592,621.0133111
Worcestershire Sauce,49.55740433,323.7870216,45.40765391,153.0166389,553.8153078,614.452579
Worcestershire Sauce,52.48424544,329.7595357,42.75290216,149.2487562,582.2537313,667.7678275
Worcestershire Sauce,55.58852459,321.0639344,44.63770492,155.2606557,529.4491803,645.4672131
Worcestershire Sauce,55.32622951,341.7590164,38.37868852,165.5918033,516.9606557,642.3213115
Worcestershire Sauce,53.59150327,335.0441176,37.9379085,158.9281046,517.8986928,641.4395425
Worcestershire Sauce,53.27512356,335.5881384,48.87149918,152.4728171,527.1136738,645.3261944
